"285",\N,"Reference to dimensional position one of the specimen in Storage Container.",\N,"positionDimensionOne","267670154"
"286",\N,\N,\N,"AssociationName_1",\N
"287",\N,\N,\N,"AssociationName_2",\N
"288",\N,\N,\N,"AssociationName_3",\N
"289",\N,\N,\N,"AssociationName_4",\N
"290",\N,\N,\N,"AssociationName_5",\N
"291",\N,\N,\N,"AssociationName_6",\N
"292",\N,\N,\N,"AssociationName_7",\N
"293",\N,\N,\N,"AssociationName_8",\N
"294",\N,\N,\N,"AssociationName_9",\N
"295",\N,\N,\N,"AssociationName_10",\N
"296",\N,\N,\N,"AssociationName_11",\N
"297","2007-10-10","A single unit of tissue specimen that is collected or created from a participant","2007-10-10","edu.wustl.catissuecore.domain.TissueSpecimen",\N
"298",\N,\N,\N,"AssociationName_21",\N
"299",\N,\N,\N,"AssociationName_20",\N
"300",\N,\N,\N,"AssociationName_19",\N
"301",\N,\N,\N,"AssociationName_18",\N
"302",\N,\N,\N,"AssociationName_17",\N
"303",\N,\N,\N,"AssociationName_16",\N
"304",\N,\N,\N,"AssociationName_15",\N
"305",\N,\N,\N,"AssociationName_14",\N
"306",\N,\N,\N,"AssociationName_13",\N
"307",\N,\N,\N,"AssociationName_12",\N
"308",\N,"System generated unique identifier.",\N,"id","954196821"
"309",\N,"Reference to dimensional position two of the specimen in Storage Container.",\N,"positionDimensionTwo","267670155"
"310",\N,\N,\N,"collectionStatus","-292159954"
"311",\N,"Histopathological character of the specimen e.g. Non-Malignant, Malignant, Non-Malignant Diseased, Pre-Malignant.",\N,"pathologicalStatus","267670153"
"312",\N,"Is this specimen still physically available in the tissue bank?",\N,"available","267670148"
"313",\N,\N,\N,"isCollectionProtocolRequirement","-292159955"
"314",\N,"Barcode assigned to the specimen.",\N,"barcode","267670149"
"315",\N,\N,\N,"createdOn","-292159956"
"316",\N,"Type of specimen. e.g. Serum, Plasma, Blood, Fresh Tissue etc.",\N,"type","267670156"
"317",\N,"Human readable unique label/name assigned to specimen.",\N,"label","267670151"
"318",\N,"Defines whether this Specimen record can be queried (Active) or not queried (Inactive) by any actor",\N,"activityStatus","267670147"
"319",\N,"Shows specimen's heredity status e.g. Original, Derivative, Aliquot",\N,"lineage","267670152"
"320",\N,"Comments on specimen.",\N,"comment","267670150"
"321",\N,"Reference to dimensional position one of the specimen in Storage Container.",\N,"positionDimensionOne","267670154"
"322",\N,\N,\N,"AssociationName_1",\N
"323",\N,\N,\N,"AssociationName_2",\N
"324",\N,\N,\N,"AssociationName_3",\N
"325",\N,\N,\N,"AssociationName_4",\N
"326",\N,\N,\N,"AssociationName_5",\N
"327",\N,\N,\N,"AssociationName_6",\N
"328",\N,\N,\N,"AssociationName_7",\N
"329",\N,\N,\N,"AssociationName_8",\N
"330",\N,\N,\N,"AssociationName_9",\N
"331",\N,\N,\N,"AssociationName_10",\N
"332",\N,\N,\N,"AssociationName_11",\N
"333","2007-10-10","A single unit of bodily fluid specimen that is collected or created from a Participant.","2007-10-10","edu.wustl.catissuecore.domain.FluidSpecimen",\N
"334",\N,\N,\N,"AssociationName_21",\N
"335",\N,\N,\N,"AssociationName_20",\N
"336",\N,\N,\N,"AssociationName_19",\N
"337",\N,\N,\N,"AssociationName_18",\N
"338",\N,\N,\N,"AssociationName_17",\N
"339",\N,\N,\N,"AssociationName_16",\N
"340",\N,\N,\N,"AssociationName_15",\N
"341",\N,\N,\N,"AssociationName_14",\N
"342",\N,\N,\N,"AssociationName_13",\N
"343",\N,\N,\N,"AssociationName_12",\N
"344",\N,"System generated unique identifier.",\N,"id","954196821"
"345",\N,"Reference to dimensional position two of the specimen in Storage Container.",\N,"positionDimensionTwo","267670155"
"346",\N,\N,\N,"collectionStatus","-292159954"
"347",\N,"Histopathological character of the specimen e.g. Non-Malignant, Malignant, Non-Malignant Diseased, Pre-Malignant.",\N,"pathologicalStatus","267670153"
"348",\N,"Is this specimen still physically available in the tissue bank?",\N,"available","267670148"
"349",\N,\N,\N,"isCollectionProtocolRequirement","-292159955"
"350",\N,"Barcode assigned to the specimen.",\N,"barcode","267670149"
"351",\N,\N,\N,"createdOn","-292159956"
"352",\N,"Type of specimen. e.g. Serum, Plasma, Blood, Fresh Tissue etc.",\N,"type","267670156"
"353",\N,"Human readable unique label/name assigned to specimen.",\N,"label","267670151"
"354",\N,"Defines whether this Specimen record can be queried (Active) or not queried (Inactive) by any actor",\N,"activityStatus","267670147"
"355",\N,"Shows specimen's heredity status e.g. Original, Derivative, Aliquot",\N,"lineage","267670152"
"356",\N,"Comments on specimen.",\N,"comment","267670150"
"357",\N,"Reference to dimensional position one of the specimen in Storage Container.",\N,"positionDimensionOne","267670154"
"358",\N,\N,\N,"AssociationName_1",\N
"359",\N,\N,\N,"AssociationName_2",\N
"360",\N,\N,\N,"AssociationName_3",\N
"361",\N,\N,\N,"AssociationName_4",\N
"362",\N,\N,\N,"AssociationName_5",\N
"363",\N,\N,\N,"AssociationName_6",\N
"364",\N,\N,\N,"AssociationName_7",\N
"365",\N,\N,\N,"AssociationName_8",\N
"366",\N,\N,\N,"AssociationName_9",\N
"367",\N,\N,\N,"AssociationName_10",\N
"368",\N,\N,\N,"AssociationName_11",\N
"369","2007-10-10",\N,"2007-10-10","edu.wustl.catissuecore.domain.ConsentTierStatus",\N
"370",\N,\N,\N,"AssociationName_1",\N
"371",\N,\N,\N,"status","430779936"
"372",\N,"System generated unique identifier.",\N,"id","954196821"
"373","2007-10-10","Represents a group of specimens collected from the same participant in the same accession event.","2007-10-10","edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup",\N
"374",\N,\N,\N,"AssociationName_1",\N
"375",\N,"Participant's clinical diagnosis at this collection event (e.g. Prostate Adenocarcinoma).",\N,"clinicalDiagnosis","764396574"
"376",\N,"The clinical status of the participant at the time of specimen collection. (e.g. New DX, pre-RX, pre-OP, post-OP, remission, relapse)",\N,"clinicalStatus","764396575"
"377",\N,"Defines whether this record can be queried (Active) or not queried (Inactive) by any actor.",\N,"activityStatus","764396573"
"378",\N,"System generated unique identifier.",\N,"id","954196821"
"379","2007-10-10",\N,"2007-10-10","edu.wustl.catissuecore.domain.SpecimenCollectionGroup",\N
"380",\N,\N,\N,"AssociationName_23",\N
"381",\N,\N,\N,"AssociationName_22",\N
"382",\N,\N,\N,"AssociationName_21",\N
"383",\N,\N,\N,"AssociationName_20",\N
"384",\N,\N,\N,"AssociationName_19",\N
"385",\N,\N,\N,"AssociationName_18",\N
"386",\N,\N,\N,"AssociationName_5",\N
"387",\N,\N,\N,"AssociationName_4",\N
"388",\N,\N,\N,"AssociationName_3",\N
"389",\N,\N,\N,"AssociationName_2",\N
"390",\N,\N,\N,"AssociationName_1",\N
"391",\N,"Participant's clinical diagnosis at this collection event (e.g. Prostate Adenocarcinoma).",\N,"clinicalDiagnosis","764396574"
"392",\N,\N,\N,"name","1689506864"
"393",\N,"The clinical status of the participant at the time of specimen collection. (e.g. New DX, pre-RX, pre-OP, post-OP, remission, relapse)",\N,"clinicalStatus","764396575"
"394",\N,\N,\N,"surgicalPathologyNumber","1689506866"
"395",\N,\N,\N,"collectionStatus","1689506867"
"396",\N,\N,\N,"comment","1689506865"
"397",\N,"Defines whether this record can be queried (Active) or not queried (Inactive) by any actor.",\N,"activityStatus","764396573"
"398",\N,"System generated unique identifier.",\N,"id","954196821"
"399",\N,\N,\N,"AssociationName_6",\N
"400",\N,\N,\N,"AssociationName_7",\N
"401",\N,\N,\N,"AssociationName_8",\N
"402",\N,\N,\N,"AssociationName_9",\N
"403",\N,\N,\N,"AssociationName_10",\N
"404",\N,\N,\N,"AssociationName_11",\N
"405",\N,\N,\N,"AssociationName_12",\N
