"45","","A written explanation about container.","","comment","1594949321"
"46","","Is no space available in the container to store more specimens?","","full","1594949322"
"47","","A machine-readable unique name/information assigned to the container.","","barcode","1594949320"
"48","","Reference to dimensional position one of the container in its two dimensional parent container.","","positionDimensionOne","1594949324"
"49","","Reference to dimensional position two of the container in its two dimensional parent container.","","positionDimensionTwo","1594949325"
"50","","Activity status of the container.","","activityStatus","1594949319"
"51","","A human readable unique name assigned to the container.","","name","1594949323"
"52","","System generated unique identifier.","","id","954196821"
"53","2007-10-10","A collection of specimens arranged in an ordered pattern.  ","2007-10-10","edu.wustl.catissuecore.domain.SpecimenArray",""
"54","","","","AssociationName_7",""
"55","","","","AssociationName_6",""
"56","","","","AssociationName_5",""
"57","","System generated unique identifier.","","id","954196821"
"58","","A human readable unique name assigned to the container.","","name","1594949323"
"59","","Activity status of the container.","","activityStatus","1594949319"
"60","","Whether this specimen array is available for distribution or any other purpose.","","available","1924296045"
"61","","Reference to dimensional position two of the container in its two dimensional parent container.","","positionDimensionTwo","1594949325"
"62","","Reference to dimensional position one of the container in its two dimensional parent container.","","positionDimensionOne","1594949324"
"63","","A machine-readable unique name/information assigned to the container.","","barcode","1594949320"
"64","","Is no space available in the container to store more specimens?","","full","1594949322"
"65","","A written explanation about container.","","comment","1594949321"
"66","","","","AssociationName_1",""
"67","","","","AssociationName_2",""
"68","","","","AssociationName_3",""
"69","","","","AssociationName_4",""
"70","2007-10-10","A physically discreet container that is used to store a specimen  e.g. Box, Freezer etc","2007-10-10","edu.wustl.catissuecore.domain.StorageContainer",""
"71","","","","AssociationName_9",""
"72","","","","AssociationName_8",""
"73","","","","AssociationName_7",""
"74","","","","AssociationName_6",""
"75","","","","AssociationName_5",""
"76","","System generated unique identifier.","","id","954196821"
"77","","A human readable unique name assigned to the container.","","name","1594949323"
"78","","Activity status of the container.","","activityStatus","1594949319"
"79","","Reference to dimensional position two of the container in its two dimensional parent container.","","positionDimensionTwo","1594949325"
"80","","Reference to dimensional position one of the container in its two dimensional parent container.","","positionDimensionOne","1594949324"
"81","","A machine-readable unique name/information assigned to the container.","","barcode","1594949320"
"82","","Is no space available in the container to store more specimens?","","full","1594949322"
"83","","A written explanation about container.","","comment","1594949321"
"84","","Intended temperature of the storage container.","","tempratureInCentigrade","-345713105"
"85","","","","AssociationName_1",""
"86","","","","AssociationName_2",""
"87","","","","AssociationName_3",""
"88","","","","AssociationName_4",""
"89","2007-10-10","A physical location associated with biospecimen collection, storage, processing, or utilization","2007-10-10","edu.wustl.catissuecore.domain.Site",""
"90","","","","AssociationName_2",""
"91","","","","AssociationName_1",""
"92","","Defines whether this Site record can be queried (Active) or not queried (Inactive) by any actor.","","activityStatus","1591666435"
"93","","Name of the physical location.","","name","1591666437"
"94","","System generated unique identifier.","","id","954196821"
"95","","Email address of the site.","","emailAddress","1591666436"
"96","","Function of the site (e.g. Collection site, repository, or laboratory)","","type","1591666438"
"97","2007-10-10","A person who interacts with the system and/or involved in the process of biospecimen collection, processing, or utilization","2007-10-10","edu.wustl.catissuecore.domain.User",""
"98","","","","AssociationName_5",""
"99","","Last name of the User","","lastName","665011496"
"100","","Common Security Module linking attribute","","csmUserId","665011493"
"101","","System generated unique identifier.","","id","954196821"
"102","","Date, on which user was added to the system","","startDate","665011498"
"103","","Defines whether the user record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","665011491"
"104","","First Name of the User","","firstName","665011495"
"105","","Comments given by the approver.","","comments","665011492"
"106","","Login name for login into the system","","loginName","665011497"
"107","","Email address of the user","","emailAddress","665011494"
"108","","","","AssociationName_1",""
"109","","","","AssociationName_2",""
"110","","","","AssociationName_3",""
"111","","","","AssociationName_4",""
"112","2007-10-10","This class maintains all the passwords corresponding to a user","2007-10-10","edu.wustl.catissuecore.domain.Password",""
"113","","Password for login into the system","","password","-2034531248"
"114","","Date on which this password was set","","updateDate","-2034531247"
"115","","System generated unique identifier.","","id","954196821"
"116","2007-10-10","A set of attributes that defines the physical location of a User or Site","2007-10-10","edu.wustl.catissuecore.domain.Address",""
"117","","Fax number","","faxNumber","-253668781"
"118","","City","","city","-253668783"
"119","","State","","state","-253668779"
"120","","Zip code","","zipCode","-253668777"
"121","","Phone number","","phoneNumber","-253668780"
"122","","Country","","country","-253668782"
"123","","Multi-Line street address.","","street","-253668778"
"124","","System generated unique identifier.","","id","954196821"
"125","2007-10-10","An institution to which a user belongs to.","2007-10-10","edu.wustl.catissuecore.domain.Institution",""
"126","","Name of the Institution.","","name","698955384"
"127","","System generated unique identifier.","","id","954196821"
"128","2007-10-10","A collection of scientist and/or clinician users with a common research objective related to biospecimen collection and utilization","2007-10-10","edu.wustl.catissuecore.domain.CancerResearchGroup",""
"129","","Name of the cancer research group.","","name","-898302170"
"130","","System generated unique identifier.","","id","954196821"
"131","2007-10-10","A department to which a user belongs to","2007-10-10","edu.wustl.catissuecore.domain.Department",""
"132","","Name of the department","","name","938157387"
"133","","System generated unique identifier.","","id","954196821"
"134","2007-10-10","A generic term which defines the template for different container types.","2007-10-10","edu.wustl.catissuecore.domain.ContainerType",""
"135","","","","AssociationName_1",""
"136","","Defines whether this continerType record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","-773971968"
"137","","Human understandable name assigned to dimension one.","","oneDimensionLabel","-773971965"
"138","","A written explanation about the container type.","","comment","-773971967"
"139","","Human understandable name assigned to dimension two.","","twoDimensionLabel","-773971964"
"140","","A human readable unique name assigned to container type.","","name","-773971966"
"141","","System generated unique identifier.","","id","954196821"
"142","2007-10-10","Capacity defined for a storage container","2007-10-10","edu.wustl.catissuecore.domain.Capacity",""
"143","","Number of objects that can be stored in dimension one.","","oneDimensionCapacity","-1898352979"
"144","","Number of objects that can be stored in dimension two.","","twoDimensionCapacity","-1898352978"
"145","","System generated unique identifier.","","id","954196821"
"146","2007-10-10","Defines a template for a storage container. The template can be used to define multiple storage containers.","2007-10-10","edu.wustl.catissuecore.domain.StorageType",""
"147","","","","AssociationName_3",""
"148","","","","AssociationName_2",""
"149","","","","AssociationName_1",""
"150","","Defines whether this continerType record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","-773971968"
"151","","Human understandable name assigned to dimension one.","","oneDimensionLabel","-773971965"
"152","","A written explanation about the container type.","","comment","-773971967"
"153","","Intended temperature of the storage container template.","","defaultTempratureInCentigrade","-1825881256"
"154","","Human understandable name assigned to dimension two.","","twoDimensionLabel","-773971964"
"155","","A human readable unique name assigned to container type.","","name","-773971966"
"156","","System generated unique identifier.","","id","954196821"
"157","2007-10-10","Defines a template for a specimen array. The template can be used to define multiple SpecimenArray.","2007-10-10","edu.wustl.catissuecore.domain.SpecimenArrayType",""
"158","","","","AssociationName_1",""
"159","","Defines whether this continerType record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","-773971968"
"160","","Human understandable name assigned to dimension one.","","oneDimensionLabel","-773971965"
"161","","A written explanation about the container type.","","comment","-773971967"
"162","","Human understandable name assigned to dimension two.","","twoDimensionLabel","-773971964"
"163","","Defines the class of specimens that an array can hold. E.g. Molecular, Tissue, Fluid or Cell.","","specimenClass","-1260035607"
"164","","A human readable unique name assigned to container type.","","name","-773971966"
"165","","System generated unique identifier.","","id","954196821"
"166","2007-10-10","A set of procedures that govern the collection and/or distribution of biospecimens","2007-10-10","edu.wustl.catissuecore.domain.SpecimenProtocol",""
"167","","","","AssociationName_1",""
"168","","Date on which the protocol is activated.","","startDate","81095906"
"169","","Full title assigned to the protocol","","title","81095907"
"170","","Defines whether this SpecimenProtocol record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","81095900"
"171","","IRB approval number.","","irbIdentifier","81095904"
"172","","Number of anticipated cases need for the protocol.","","enrollment","81095903"
"173","","Abbreviated title assigned to the protocol","","shortTitle","81095905"
"174","","URL to the document that describes detailed information for the biospecimen protocol.","","descriptionURL","81095901"
"175","","Date on which the protocol is marked as closed.","","endDate","81095902"
"176","","System generated unique identifier.","","id","954196821"
"177","2007-10-10","A set of written procedures that describe how a biospecimen is prospectively collected from a participant.","2007-10-10","edu.wustl.catissuecore.domain.CollectionProtocol",""
"178","","","","AssociationName_4",""
"179","","System generated unique identifier.","","id","954196821"
"180","","Date on which the protocol is marked as closed.","","endDate","81095902"
"181","","URL to the document that describes detailed information for the biospecimen protocol.","","descriptionURL","81095901"
"182","","Abbreviated title assigned to the protocol","","shortTitle","81095905"
"183","","Number of anticipated cases need for the protocol.","","enrollment","81095903"
"184","","IRB approval number.","","irbIdentifier","81095904"
"185","","Check whether all aliquotes in specimens which belong to that CP in same container or not.","","aliquotInSameContainer","1316884367"
"186","","Defines whether this SpecimenProtocol record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","81095900"
"187","","Full title assigned to the protocol","","title","81095907"
"188","","Date on which the protocol is activated.","","startDate","81095906"
"189","","","","AssociationName_1",""
"190","","","","AssociationName_2",""
"191","","","","AssociationName_3",""
"192","2007-10-10","An abbreviated set of written procedures that describe how a previously collected specimen will be utilized.  Note that specimen may be collected with one collection protocol and then later utilized by multiple different studies (Distribution protocol).","2007-10-10","edu.wustl.catissuecore.domain.DistributionProtocol",""
"193","","","","AssociationName_1",""
"194","","Date on which the protocol is activated.","","startDate","81095906"
"195","","Full title assigned to the protocol","","title","81095907"
"196","","Defines whether this SpecimenProtocol record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","81095900"
"197","","IRB approval number.","","irbIdentifier","81095904"
"198","","Number of anticipated cases need for the protocol.","","enrollment","81095903"
"199","","Abbreviated title assigned to the protocol","","shortTitle","81095905"
"200","","System generated unique identifier.","","id","954196821"
"201","","Date on which the protocol is marked as closed.","","endDate","81095902"
"202","","URL to the document that describes detailed information for the biospecimen protocol.","","descriptionURL","81095901"
"203","2007-10-10","","2007-10-10","edu.wustl.catissuecore.domain.ConsentTier",""
"204","","","","statement","442140730"
"205","","System generated unique identifier.","","id","954196821"
"206","2007-10-10","Quantity of any measurable data","2007-10-10","edu.wustl.catissuecore.domain.Quantity",""
"207","","System generated unique identifier.","","id","954196821"
"208","2007-10-10","Quantity measures as microgram","2007-10-10","edu.wustl.catissuecore.domain.QuantityInMicrogram",""
"209","","value of quantity","","value","1046310426"
"210","","System generated unique identifier.","","id","954196821"
"211","2007-10-10","Quantity measures in grams","2007-10-10","edu.wustl.catissuecore.domain.QuantityInGram",""
"212","","value of quantity","","value","-944339520"
"213","","System generated unique identifier.","","id","954196821"
"214","2007-10-10","Quantity measures in milliliters","2007-10-10","edu.wustl.catissuecore.domain.QuantityInMilliliter",""
"215","","value of quantity","","value","-2121745705"
"216","","System generated unique identifier.","","id","954196821"
"217","2007-10-10","Quantity measures as cell count","2007-10-10","edu.wustl.catissuecore.domain.QuantityInCount",""
"218","","value of quantity","","value","-747353304"
"219","","System generated unique identifier.","","id","954196821"
"220","2007-10-10","The combined anatomic state of a specimen","2007-10-10","edu.wustl.catissuecore.domain.SpecimenCharacteristics",""
"221","","For bilateral sites, left or right","","tissueSide","2067377962"
"222","","The anatomical site from which a specimen is derived.","","tissueSite","2067377963"
"223","","System generated unique identifier.","","id","954196821"
"224","2007-10-10","A molecular derivative (I.e. RNA / DNA / Protein Lysate) obtained from a specimen.","2007-10-10","edu.wustl.catissuecore.domain.MolecularSpecimen",""
"225","","","","AssociationName_21",""
"226","","","","AssociationName_20",""
"227","","","","AssociationName_19",""
"228","","","","AssociationName_18",""
"229","","","","AssociationName_17",""
"230","","","","AssociationName_16",""
"231","","","","AssociationName_15",""
"232","","","","AssociationName_14",""
"233","","","","AssociationName_13",""
"234","","","","AssociationName_12",""
"235","","","","AssociationName_11",""
"236","","System generated unique identifier.","","id","954196821"
"237","","Reference to dimensional position two of the specimen in Storage Container.","","positionDimensionTwo","267670155"
"238","","","","collectionStatus","-292159954"
"239","","Histopathological character of the specimen e.g. Non-Malignant, Malignant, Non-Malignant Diseased, Pre-Malignant.","","pathologicalStatus","267670153"
"240","","Is this specimen still physically available in the tissue bank?","","available","267670148"
"241","","","","isCollectionProtocolRequirement","-292159955"
"242","","Barcode assigned to the specimen.","","barcode","267670149"
"243","","","","createdOn","-292159956"
"244","","Type of specimen. e.g. Serum, Plasma, Blood, Fresh Tissue etc.","","type","267670156"
"245","","Human readable unique label/name assigned to specimen.","","label","267670151"
"246","","Defines whether this Specimen record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","267670147"
"247","","Shows specimen's heredity status e.g. Original, Derivative, Aliquot","","lineage","267670152"
"248","","Comments on specimen.","","comment","267670150"
"249","","Concentration of liquid molecular specimen measured in microgram per microlitter.","","concentrationInMicrogramPerMicroliter","-1373132179"
"250","","Reference to dimensional position one of the specimen in Storage Container.","","positionDimensionOne","267670154"
"251","","","","AssociationName_1",""
"252","","","","AssociationName_2",""
"253","","","","AssociationName_3",""
"254","","","","AssociationName_4",""
"255","","","","AssociationName_5",""
"256","","","","AssociationName_6",""
"257","","","","AssociationName_7",""
"258","","","","AssociationName_8",""
"259","","","","AssociationName_9",""
"260","","","","AssociationName_10",""
"261","2007-10-10","A biospecimen composed of purified single cells not in the context of a tissue or other biospecimen fluid","2007-10-10","edu.wustl.catissuecore.domain.CellSpecimen",""
"262","","","","AssociationName_21",""
"263","","","","AssociationName_20",""
"264","","","","AssociationName_19",""
"265","","","","AssociationName_18",""
"266","","","","AssociationName_17",""
"267","","","","AssociationName_16",""
"268","","","","AssociationName_15",""
"269","","","","AssociationName_14",""
"270","","","","AssociationName_13",""
"271","","","","AssociationName_12",""
"272","","System generated unique identifier.","","id","954196821"
"273","","Reference to dimensional position two of the specimen in Storage Container.","","positionDimensionTwo","267670155"
"274","","","","collectionStatus","-292159954"
"275","","Histopathological character of the specimen e.g. Non-Malignant, Malignant, Non-Malignant Diseased, Pre-Malignant.","","pathologicalStatus","267670153"
"276","","Is this specimen still physically available in the tissue bank?","","available","267670148"
"277","","","","isCollectionProtocolRequirement","-292159955"
"278","","Barcode assigned to the specimen.","","barcode","267670149"
"279","","","","createdOn","-292159956"
"280","","Type of specimen. e.g. Serum, Plasma, Blood, Fresh Tissue etc.","","type","267670156"
"281","","Human readable unique label/name assigned to specimen.","","label","267670151"
"282","","Defines whether this Specimen record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","267670147"
"283","","Shows specimen's heredity status e.g. Original, Derivative, Aliquot","","lineage","267670152"
"284","","Comments on specimen.","","comment","267670150"
"285","","Reference to dimensional position one of the specimen in Storage Container.","","positionDimensionOne","267670154"
"286","","","","AssociationName_1",""
"287","","","","AssociationName_2",""
"288","","","","AssociationName_3",""
"289","","","","AssociationName_4",""
"290","","","","AssociationName_5",""
"291","","","","AssociationName_6",""
"292","","","","AssociationName_7",""
"293","","","","AssociationName_8",""
"294","","","","AssociationName_9",""
"295","","","","AssociationName_10",""
"296","","","","AssociationName_11",""
"297","2007-10-10","A single unit of tissue specimen that is collected or created from a participant","2007-10-10","edu.wustl.catissuecore.domain.TissueSpecimen",""
"298","","","","AssociationName_21",""
"299","","","","AssociationName_20",""
"300","","","","AssociationName_19",""
"301","","","","AssociationName_18",""
"302","","","","AssociationName_17",""
"303","","","","AssociationName_16",""
"304","","","","AssociationName_15",""
"305","","","","AssociationName_14",""
"306","","","","AssociationName_13",""
"307","","","","AssociationName_12",""
"308","","System generated unique identifier.","","id","954196821"
"309","","Reference to dimensional position two of the specimen in Storage Container.","","positionDimensionTwo","267670155"
"310","","","","collectionStatus","-292159954"
"311","","Histopathological character of the specimen e.g. Non-Malignant, Malignant, Non-Malignant Diseased, Pre-Malignant.","","pathologicalStatus","267670153"
"312","","Is this specimen still physically available in the tissue bank?","","available","267670148"
"313","","","","isCollectionProtocolRequirement","-292159955"
"314","","Barcode assigned to the specimen.","","barcode","267670149"
"315","","","","createdOn","-292159956"
"316","","Type of specimen. e.g. Serum, Plasma, Blood, Fresh Tissue etc.","","type","267670156"
"317","","Human readable unique label/name assigned to specimen.","","label","267670151"
"318","","Defines whether this Specimen record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","267670147"
"319","","Shows specimen's heredity status e.g. Original, Derivative, Aliquot","","lineage","267670152"
"320","","Comments on specimen.","","comment","267670150"
"321","","Reference to dimensional position one of the specimen in Storage Container.","","positionDimensionOne","267670154"
"322","","","","AssociationName_1",""
"323","","","","AssociationName_2",""
"324","","","","AssociationName_3",""
"325","","","","AssociationName_4",""
"326","","","","AssociationName_5",""
"327","","","","AssociationName_6",""
"328","","","","AssociationName_7",""
"329","","","","AssociationName_8",""
"330","","","","AssociationName_9",""
"331","","","","AssociationName_10",""
"332","","","","AssociationName_11",""
"333","2007-10-10","A single unit of bodily fluid specimen that is collected or created from a Participant.","2007-10-10","edu.wustl.catissuecore.domain.FluidSpecimen",""
"334","","","","AssociationName_21",""
"335","","","","AssociationName_20",""
"336","","","","AssociationName_19",""
"337","","","","AssociationName_18",""
"338","","","","AssociationName_17",""
"339","","","","AssociationName_16",""
"340","","","","AssociationName_15",""
"341","","","","AssociationName_14",""
"342","","","","AssociationName_13",""
"343","","","","AssociationName_12",""
"344","","System generated unique identifier.","","id","954196821"
"345","","Reference to dimensional position two of the specimen in Storage Container.","","positionDimensionTwo","267670155"
"346","","","","collectionStatus","-292159954"
"347","","Histopathological character of the specimen e.g. Non-Malignant, Malignant, Non-Malignant Diseased, Pre-Malignant.","","pathologicalStatus","267670153"
"348","","Is this specimen still physically available in the tissue bank?","","available","267670148"
"349","","","","isCollectionProtocolRequirement","-292159955"
"350","","Barcode assigned to the specimen.","","barcode","267670149"
"351","","","","createdOn","-292159956"
"352","","Type of specimen. e.g. Serum, Plasma, Blood, Fresh Tissue etc.","","type","267670156"
"353","","Human readable unique label/name assigned to specimen.","","label","267670151"
"354","","Defines whether this Specimen record can be queried (Active) or not queried (Inactive) by any actor","","activityStatus","267670147"
"355","","Shows specimen's heredity status e.g. Original, Derivative, Aliquot","","lineage","267670152"
"356","","Comments on specimen.","","comment","267670150"
"357","","Reference to dimensional position one of the specimen in Storage Container.","","positionDimensionOne","267670154"
"358","","","","AssociationName_1",""
"359","","","","AssociationName_2",""
"360","","","","AssociationName_3",""
"361","","","","AssociationName_4",""
"362","","","","AssociationName_5",""
"363","","","","AssociationName_6",""
"364","","","","AssociationName_7",""
"365","","","","AssociationName_8",""
"366","","","","AssociationName_9",""
"367","","","","AssociationName_10",""
"368","","","","AssociationName_11",""
"369","2007-10-10","","2007-10-10","edu.wustl.catissuecore.domain.ConsentTierStatus",""
"370","","","","AssociationName_1",""
"371","","","","status","430779936"
"372","","System generated unique identifier.","","id","954196821"
"373","2007-10-10","Represents a group of specimens collected from the same participant in the same accession event.","2007-10-10","edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup",""
"374","","","","AssociationName_1",""
"375","","Participant's clinical diagnosis at this collection event (e.g. Prostate Adenocarcinoma).","","clinicalDiagnosis","764396574"
"376","","The clinical status of the participant at the time of specimen collection. (e.g. New DX, pre-RX, pre-OP, post-OP, remission, relapse)","","clinicalStatus","764396575"
"377","","Defines whether this record can be queried (Active) or not queried (Inactive) by any actor.","","activityStatus","764396573"
"378","","System generated unique identifier.","","id","954196821"
"379","2007-10-10","","2007-10-10","edu.wustl.catissuecore.domain.SpecimenCollectionGroup",""
"380","","","","AssociationName_23",""
"381","","","","AssociationName_22",""
"382","","","","AssociationName_21",""
"383","","","","AssociationName_20",""
"384","","","","AssociationName_19",""
"385","","","","AssociationName_18",""
"386","","","","AssociationName_5",""
"387","","","","AssociationName_4",""
"388","","","","AssociationName_3",""
"389","","","","AssociationName_2",""
"390","","","","AssociationName_1",""
"391","","Participant's clinical diagnosis at this collection event (e.g. Prostate Adenocarcinoma).","","clinicalDiagnosis","764396574"
"392","","","","name","1689506864"
"393","","The clinical status of the participant at the time of specimen collection. (e.g. New DX, pre-RX, pre-OP, post-OP, remission, relapse)","","clinicalStatus","764396575"
"394","","","","surgicalPathologyNumber","1689506866"
"395","","","","collectionStatus","1689506867"
"396","","","","comment","1689506865"
"397","","Defines whether this record can be queried (Active) or not queried (Inactive) by any actor.","","activityStatus","764396573"
"398","","System generated unique identifier.","","id","954196821"
"399","","","","AssociationName_6",""
"400","","","","AssociationName_7",""
"401","","","","AssociationName_8",""
"402","","","","AssociationName_9",""
"403","","","","AssociationName_10",""
"404","","","","AssociationName_11",""
"405","","","","AssociationName_12",""
"406","","","","AssociationName_13",""
"407","","","","AssociationName_14",""
"408","","","","AssociationName_15",""
"409","","","","AssociationName_16",""
"410","","","","AssociationName_17",""
"411","2007-10-10","","2007-10-10","edu.wustl.catissuecore.domain.EventParameters",""
"412","","","","timestamp","1342932196"
"413","","","","comment","1342932195"
"414","","System generated unique identifier.","","id","954196821"
"415","2007-10-10","Attributes associated with a specific specimen event","2007-10-10","edu.wustl.catissuecore.domain.SpecimenEventParameters",""
"416","","","","AssociationName_6",""
"417","","","","AssociationName_5",""
"418","","","","AssociationName_4",""
"419","","","","AssociationName_3",""
"420","","","","AssociationName_2",""
"421","","","","AssociationName_1",""
"422","","","","timestamp","1342932196"
"423","","","","comment","1342932195"
"424","","System generated unique identifier.","","id","954196821"
"425","2007-10-10","Parameters/information required to capture in any event performed on a specimen","2007-10-10","edu.wustl.catissuecore.domain.SpunEventParameters",""
"426","","","","AssociationName_6",""
"427","","","","AssociationName_5",""
"428","","","","AssociationName_4",""
"429","","","","AssociationName_3",""
"430","","","","AssociationName_2",""
"431","","","","AssociationName_1",""
"432","","","","timestamp","1342932196"
"433","","Duration for which specimen is spun.","","durationInMinutes","-1869761580"
"434","","","","comment","1342932195"
"435","","Rotational force applied to specimen.","","gravityForce","-1869761579"
"436","","System generated unique identifier.","","id","954196821"
"437","2007-10-10","An abbreviated set of written procedures that describe how a previously collected specimen will be utilized.  Note that specimen may be collected with one collection protocol and then later utilized by multiple different studies (Distribution protocol)","2007-10-10","edu.wustl.catissuecore.domain.EmbeddedEventParameters",""
"438","","","","AssociationName_6",""
"439","","","","AssociationName_5",""
"440","","","","AssociationName_4",""
"441","","","","AssociationName_3",""
"442","","","","AssociationName_2",""
"443","","","","AssociationName_1",""
"444","","","","timestamp","1342932196"
"445","","Type of medium in which specimen is embedded.","","embeddingMedium","-1726269120"
"446","","","","comment","1342932195"
"447","","System generated unique identifier.","","id","954196821"
"448","2007-10-10","Attributes associated with a thawing event of a specimen","2007-10-10","edu.wustl.catissuecore.domain.ThawEventParameters",""
"449","","","","AssociationName_6",""
"450","","","","AssociationName_5",""
"451","","","","AssociationName_4",""
"452","","","","AssociationName_3",""
"453","","","","AssociationName_2",""
"454","","","","AssociationName_1",""
"455","","","","timestamp","1342932196"
"456","","","","comment","1342932195"
"457","","System generated unique identifier.","","id","954196821"
"458","2007-10-10","Attributes associated with a fixation event of a specimen.","2007-10-10","edu.wustl.catissuecore.domain.FixedEventParameters",""
"459","","","","AssociationName_6",""
"460","","","","AssociationName_5",""
"461","","","","AssociationName_4",""
"462","","","","AssociationName_3",""
"463","","","","AssociationName_2",""
"464","","","","AssociationName_1",""
"465","","","","timestamp","1342932196"
"466","","Type of the fixation.","","fixationType","-1038307716"
"467","","Duration, measured in minutes, for which fixation is performed on specimen.","","durationInMinutes","-1038307717"
"468","","","","comment","1342932195"
"469","","System generated unique identifier.","","id","954196821"
"470","2007-10-10","Attributes associated with moving specimen from one storage location to another","2007-10-10","edu.wustl.catissuecore.domain.TransferEventParameters",""
"471","","","","AssociationName_8",""
"472","","","","AssociationName_7",""
"473","","System generated unique identifier.","","id","954196821"
"474","","Reference to dimensional position one of the specimen in new storage container after transfer.","","toPositionDimensionOne","1083378935"
"475","","Reference to dimensional position one of the specimen in previous storage container before transfer.","","fromPositionDimensionOne","1083378933"
"476","","Reference to dimensional position two of the specimen in new storage container after transfer.","","toPositionDimensionTwo","1083378936"
"477","","","","comment","1342932195"
"478","","Reference to dimensional position two of the specimen in previous storage container before transfer.","","fromPositionDimensionTwo","1083378934"
"479","","","","timestamp","1342932196"
"480","","","","AssociationName_1",""
"481","","","","AssociationName_2",""
"482","","","","AssociationName_3",""
"483","","","","AssociationName_4",""
"484","","","","AssociationName_5",""
"485","","","","AssociationName_6",""
"486","2007-10-10","Attributes associated with the received event of a specimen","2007-10-10","edu.wustl.catissuecore.domain.ReceivedEventParameters",""
"487","","","","AssociationName_6",""
"488","","","","AssociationName_5",""
"489","","","","AssociationName_4",""
"490","","","","AssociationName_3",""
"491","","","","AssociationName_2",""
"492","","","","AssociationName_1",""
"493","","","","timestamp","1342932196"
"494","","Grossly evaluated quality of the received specimen.","","receivedQuality","-958585133"
"495","","","","comment","1342932195"
"496","","System generated unique identifier.","","id","954196821"
"497","2007-10-10","A binary event to indicate whether a specimen has been removed from or returned to its recorded storage location","2007-10-10","edu.wustl.catissuecore.domain.CheckInCheckOutEventParameter",""
"498","","","","AssociationName_6",""
"499","","","","AssociationName_5",""
"500","","","","AssociationName_4",""
"501","","","","AssociationName_3",""
"502","","","","AssociationName_2",""
"503","","","","AssociationName_1",""
"504","","","","timestamp","1342932196"
"505","","","","comment","1342932195"
"506","","Type of the movement e.g. Check-in or Check-out.","","storageStatus","-1525879905"
"507","","System generated unique identifier.","","id","954196821"
"508","2007-10-10","Attributes related to quality review event of a specimen","2007-10-10","edu.wustl.catissuecore.domain.ReviewEventParameters",""
"509","","","","AssociationName_6",""
"510","","","","AssociationName_5",""
"511","","","","AssociationName_4",""
"512","","","","AssociationName_3",""
"513","","","","AssociationName_2",""
"514","","","","AssociationName_1",""
"515","","","","timestamp","1342932196"
"516","","","","comment","1342932195"
